Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,186.667007,190.710999,186.378006,189.744003,130.853622,2281059
2016-01-04,187.533005,191.533005,185.867004,190.322006,131.252228,3819568
2016-01-05,190.356003,191.399994,187.222000,190.367004,131.283264,5137528
2016-01-06,189.556000,196.811005,189.556000,195.921997,135.114197,7953394
2016-01-07,195.332993,197.389008,189.389008,190.811005,131.589478,5070028
2016-01-08,191.778000,199.332993,191.755997,197.233002,136.018295,3791102
2016-01-11,197.778000,197.867004,193.778000,194.789001,134.332855,2974468
2016-01-12,194.455994,196.667007,192.444000,192.988998,133.091492,3724641
2016-01-13,193.878006,195.944000,187.332993,193.699997,133.581818,4041302
2016-01-14,191.022003,200.367004,189.800003,196.766998,135.696930,5600830
2016-01-15,197.955994,202.222000,195.889008,196.966995,135.834824,5673262
2016-01-18,195.556000,198.589005,180.378006,182.755997,126.034470,6528177
2016-01-19,184.110992,186.222000,178.800003,183.199997,126.340668,4215902
2016-01-20,182.488998,182.667007,173.921997,179.044006,123.474564,4069773
2016-01-21,181.266998,182.000000,173.477997,176.778000,121.911858,3995492
2016-01-22,177.110992,182.278000,176.600006,177.432999,122.363586,3879954
2016-01-25,178.332993,178.889008,172.778000,175.511002,121.038101,2814188
2016-01-27,176.222000,180.889008,175.856003,177.143997,122.164253,4832073
2016-01-28,177.710999,184.000000,176.500000,181.556000,125.206902,16724894
2016-01-29,180.488998,184.955994,180.222000,181.322006,125.045547,6409166
2016-02-01,180.910995,181.856003,177.778000,179.233002,123.604904,4398530
2016-02-02,179.222000,180.522003,173.710999,174.311005,120.210548,5524902
2016-02-03,173.332993,175.688995,169.578003,170.889008,117.850632,6365007
2016-02-04,171.522003,171.522003,159.556000,162.789001,112.264603,11262096
2016-02-05,164.222000,169.143997,162.677994,166.300003,114.685898,6253848
2016-02-08,166.300003,167.421997,163.621994,164.944000,113.750755,3651543
2016-02-09,164.199997,166.343994,160.889008,161.488998,111.368065,2994741
2016-02-10,160.266998,162.643997,158.056000,160.643997,110.785316,3705062
2016-02-11,158.878006,158.878006,150.789001,151.832993,112.782700,5659466
2016-02-12,154.667007,154.667007,144.955994,153.233002,113.822670,9710568
2016-02-15,160.000000,166.867004,160.000000,161.910995,120.268753,5951066
2016-02-16,162.222000,162.744003,152.011002,153.643997,114.127945,4676108
2016-02-17,154.477997,157.977997,150.955994,157.455994,116.959526,5918710
2016-02-18,158.000000,159.544006,152.266998,155.621994,115.597214,4544847
2016-02-19,155.332993,155.511002,146.778000,147.789001,109.778831,7128472
2016-02-22,148.522003,151.110992,145.578003,150.356003,111.685616,5424070
2016-02-23,150.889008,150.889008,141.778000,143.022003,106.237869,5351360
2016-02-24,143.778000,147.244003,142.556000,145.156006,107.823021,7991446
2016-02-25,145.977997,145.977997,141.143997,142.643997,105.957069,13718354
2016-02-26,145.332993,147.621994,142.222000,146.966995,109.168221,5773496
2016-02-29,146.444000,158.078003,142.977997,152.878006,113.558998,13659291
2016-03-01,153.000000,160.889008,151.778000,160.289001,119.063911,7381292
2016-03-02,161.110992,167.311005,160.432999,162.389008,120.623825,9343148
2016-03-03,164.356003,164.356003,159.466995,162.343994,120.590385,4922708
2016-03-04,162.667007,167.089005,161.556000,166.255997,123.496246,4635414
2016-03-08,167.089005,170.399994,163.332993,167.000000,124.048897,6068974
2016-03-09,165.556000,167.444000,162.889008,164.578003,122.249817,4386150
2016-03-10,164.667007,166.332993,159.556000,160.022003,118.865593,5099062
2016-03-11,160.889008,163.899994,160.533005,161.899994,120.260559,3634587
2016-03-14,162.643997,163.744003,159.522003,160.632996,119.319427,3678768
2016-03-15,161.110992,165.177994,160.255997,164.533005,122.216370,6372806
2016-03-16,163.977997,163.977997,161.421997,163.121994,121.168297,4249692
2016-03-17,165.156006,170.000000,164.444000,168.578003,130.835556,8700952
2016-03-18,169.167007,169.167007,165.244003,166.121994,128.929382,3908938
2016-03-21,167.556000,170.699997,166.567001,169.710999,131.714905,4190931
2016-03-22,169.500000,173.567001,168.444000,170.688995,132.473923,5874444
2016-03-23,171.110992,171.511002,165.778000,166.332993,129.093185,4088228
2016-03-28,167.022003,169.533005,164.488998,166.744003,129.412170,3860608
2016-03-29,166.889008,172.722000,166.889008,170.977997,132.698227,6357146
2016-03-30,171.556000,177.710999,170.667007,174.744003,135.621063,7977942
2016-03-31,176.667007,179.067001,173.800003,175.056000,135.863205,7314070
2016-04-01,174.222000,177.289001,172.343994,176.410995,136.914841,3496550
2016-04-04,177.533005,177.755997,174.667007,175.733002,136.388641,2677252
2016-04-05,177.778000,181.044006,175.932999,177.367004,137.656799,6636622
2016-04-06,178.889008,182.643997,175.578003,181.578003,140.925018,4930060
2016-04-07,181.332993,183.955994,180.222000,181.578003,140.925018,3408988
2016-04-08,181.578003,182.289001,179.300003,181.356003,140.752731,2625696
2016-04-11,180.244003,186.300003,180.222000,185.832993,144.227371,2569108
2016-04-12,186.667007,188.044006,183.955994,184.966995,143.555237,2634741
2016-04-13,185.667007,190.389008,184.110992,188.966995,146.659714,4007556
2016-04-18,191.110992,194.056000,189.266998,193.089005,149.858856,3140991
2016-04-20,193.332993,193.556000,186.466995,187.977997,145.892151,6451587
2016-04-21,188.843994,193.556000,187.822006,190.311005,147.702789,4913096
2016-04-22,189.778000,191.533005,188.244003,189.278000,146.901077,3420666
2016-04-25,188.889008,191.867004,187.556000,191.233002,148.418381,1716597
2016-04-26,190.667007,192.710999,190.011002,190.432999,147.797501,2194758
2016-04-27,189.778000,193.210999,189.188995,190.677994,147.987640,1852344
2016-04-28,190.000000,191.910995,184.143997,184.744003,143.382187,4064594
2016-04-29,183.667007,187.311005,181.244003,185.278000,143.796631,3563384
2016-05-02,187.556000,188.389008,184.910995,186.932999,145.081100,2484490
2016-05-03,188.222000,188.222000,183.699997,185.578003,144.029480,3687381
2016-05-04,184.556000,187.643997,184.078003,184.643997,143.304581,2564500
2016-05-05,185.100006,185.222000,179.600006,182.022003,141.269608,2748132
2016-05-06,181.110992,187.332993,180.578003,186.722000,144.917358,3542666
2016-05-09,187.778000,187.778000,181.110992,184.778000,143.408569,2839329
2016-05-10,186.444000,187.600006,183.389008,184.410995,143.123734,2365938
2016-05-11,183.332993,186.766998,180.643997,186.067001,144.408981,3914968
2016-05-12,186.621994,187.278000,182.556000,184.421997,143.132294,4249444
2016-05-13,184.667007,186.667007,183.477997,184.955994,143.546707,4573656
2016-05-16,184.444000,186.222000,182.222000,185.778000,144.184692,3567231
2016-05-17,187.332993,190.444000,186.667007,187.244003,145.322479,6372783
2016-05-18,186.667007,188.889008,185.132996,187.289001,145.357376,2622861
2016-05-19,186.667007,189.233002,185.356003,186.266998,144.564209,2280519
2016-05-20,186.511002,187.610992,183.143997,184.932999,143.528870,1994134
2016-05-23,185.556000,187.500000,181.688995,184.255997,143.003433,2303618
2016-05-24,183.110992,185.955994,177.955994,179.455994,139.278122,4203963
2016-05-25,181.332993,187.733002,178.988998,186.889008,145.046951,4104171
2016-05-26,186.667007,189.699997,183.455994,188.811005,146.538651,3582702
2016-05-27,192.222000,211.988998,191.778000,207.033005,160.680984,28343372
2016-05-30,208.444000,210.022003,202.233002,202.977997,157.533829,9873482
2016-05-31,203.332993,206.156006,201.022003,201.432999,156.334747,6488204
2016-06-01,204.444000,204.889008,200.244003,201.289001,156.222992,4404514
2016-06-02,201.289001,204.343994,200.222000,202.789001,157.387146,3116367
2016-06-03,204.444000,208.889008,203.132996,207.567001,161.095413,7069702
2016-06-06,206.222000,209.667007,204.421997,204.944000,159.059662,4099666
2016-06-07,206.421997,206.444000,200.667007,201.322006,156.248611,3021921
2016-06-08,202.444000,203.156006,200.210999,200.822006,155.860535,3459694
2016-06-09,202.067001,203.266998,199.222000,200.121994,155.317230,3277944
2016-06-10,200.889008,201.778000,197.600006,198.466995,154.032776,2153349
2016-06-13,198.432999,201.311005,197.143997,199.589005,154.903595,4769820
2016-06-14,200.843994,200.955994,196.322006,197.255997,153.092896,2579476
2016-06-15,198.156006,204.867004,198.067001,204.222000,158.499329,5317605
2016-06-16,205.110992,205.511002,201.378006,203.944000,158.283554,4018194
2016-06-17,204.889008,205.766998,202.889008,204.755997,158.913757,2447712
2016-06-20,203.399994,206.210999,201.899994,204.811005,158.956451,2868399
2016-06-21,204.444000,207.421997,203.778000,207.011002,160.663910,4581162
2016-06-22,207.556000,208.000000,203.856003,205.667007,159.620804,2783858
